content,score,Label,text_clean
"mohon untuk penarikan di buka seluruh bank, jangan hanya 1 bang biar se fleksibel seperti saat deposit, seharusnya bagian WD pun di samakan all bank ! ..",5,Positif,mohon untuk penarikan di buka seluruh bank jangan hanya  bang biar se fleksibel seperti saat deposit seharusnya bagian wd pun di samakan all bank  
apl terbaik untuk investasi,5,Positif,apl terbaik untuk investasi
"Mantaaap, buat yg mau belajar nabung",5,Positif,mantaaap buat yg mau belajar nabung
nice baru instal lagi saldo masi aman thanks bibit💯,5,Positif,nice baru instal lagi saldo masi aman thanks bibit
ini apk bagus buat kalian yang mau investasi disinih,5,Positif,ini apk bagus buat kalian yang mau investasi disinih
"aplikasi nya bagus tapi kalo buat dicairin nya terlalu lama sampe 7 hari padahal saya lagi butuh banget di hari Rabu buat bayar rumah sakit, jangan terlalu lama untuk cairin nya",1,Negatif,aplikasi nya bagus tapi kalo buat dicairin nya terlalu lama sampe  hari padahal saya lagi butuh banget di hari rabu buat bayar rumah sakit jangan terlalu lama untuk cairin nya
belajar nabung + investasi tanpa sibuk scalping,5,Positif,belajar nabung  investasi tanpa sibuk scalping
satu hari lebih verifikasi lama bener,2,Negatif,satu hari lebih verifikasi lama bener
"kenapa masalah koneksi terus ya padahal sinyal lancar jadi tidak bisa apa""aplikasinya",1,Negatif,kenapa masalah koneksi terus ya padahal sinyal lancar jadi tidak bisa apaaplikasinya
autodebit dari tanggal 1 mei 2025 smpe sekarang belum di ACC kacau sih,1,Negatif,autodebit dari tanggal  mei  smpe sekarang belum di acc kacau sih
"Aplikasi yang sangat mudah di gunakan untuk pemula,bisa jual beli saham juga disini. Sangat rekomended...",5,Positif,aplikasi yang sangat mudah di gunakan untuk pemulabisa jual beli saham juga disini sangat rekomended
"aplikasi jelek, lemot. mau nanya sama cs balesannya lama. mau nambahkan rekening tapi udah disuruh verifikasi muka masih gabisa aneh",1,Negatif,aplikasi jelek lemot mau nanya sama cs balesannya lama mau nambahkan rekening tapi udah disuruh verifikasi muka masih gabisa aneh
"ini kenapa ya pas dibuka ""reload"" mulu alias ga bisa dibuka pas mau buka apknya, selalu disuruh liat jaringan mulu ""perhatikan kembali koneksi anda"" dikira kita buta apa ya... bikin kesel aj",2,Negatif,ini kenapa ya pas dibuka reload mulu alias ga bisa dibuka pas mau buka apknya selalu disuruh liat jaringan mulu perhatikan kembali koneksi anda dikira kita buta apa ya bikin kesel aj
aplikasi investasi yg paling keren menurut ku,5,Positif,aplikasi investasi yg paling keren menurut ku
"belajar nabung sampai target, mudah di pelajari, top",5,Positif,belajar nabung sampai target mudah di pelajari top
"sangat amat berguna buat pemula yng ingin ber invest thanks bibit, semoga tidak mengecewa kan",5,Positif,sangat amat berguna buat pemula yng ingin ber invest thanks bibit semoga tidak mengecewa kan
KENAPA BIBIT HARI INI GAK BISA DI BUKA ALASANNYA JARINGAN GAK STABIL ADA APA DENGAN BIBIT?,1,Negatif,kenapa bibit hari ini gak bisa di buka alasannya jaringan gak stabil ada apa dengan bibit
Aplikasinya ngebug.tidak mau terbuka,1,Negatif,aplikasinya ngebugtidak mau terbuka
"tolongg dong gimana yaa aku ga bisa masuk ke akun aku aplikasi nya sllu nyuruh Reload mulu, aku kira Karena belum update pas udah di update tetap aja sama gak bisa masuk ke aplikasi nyaa",1,Negatif,tolongg dong gimana yaa aku ga bisa masuk ke akun aku aplikasi nya sllu nyuruh reload mulu aku kira karena belum update pas udah di update tetap aja sama gak bisa masuk ke aplikasi nyaa
ya sejauh ini bagus,4,Positif,ya sejauh ini bagus
"Udh h+7 saldo ga masuk2 ke saldo RDN, niatnya emang mau nahan duit saya? Aplikasi ga jelas",1,Negatif,udh h saldo ga masuk ke saldo rdn niatnya emang mau nahan duit saya aplikasi ga jelas
lupa pin dan tidak dapat ubah nomor hp yg telah tdk aktif,1,Negatif,lupa pin dan tidak dapat ubah nomor hp yg telah tdk aktif
saya sebagai pengguna selama 3 tahun ini sangat senang dengan bibit sdh lebih baik dalam segiapapun saya harap komitmen membuat aplikasi lebih baik lagi dan membuat pengguna semakin terbantu dalam mengelola keuangan semakin di tingkat kan,4,Positif,saya sebagai pengguna selama  tahun ini sangat senang dengan bibit sdh lebih baik dalam segiapapun saya harap komitmen membuat aplikasi lebih baik lagi dan membuat pengguna semakin terbantu dalam mengelola keuangan semakin di tingkat kan
tolong dong saya mau witdraw tapi masuk ke saldo y lama bgt udah mah t padahal ege dr kemarin tapi blom Oge masuk saldo,5,Positif,tolong dong saya mau witdraw tapi masuk ke saldo y lama bgt udah mah t padahal ege dr kemarin tapi blom oge masuk saldo
"aplikasi ini hanya bis di withdraw ke bank BCA saya kalau seperti saya yg di aceh, susah melakukannya, dikarenakan untuk membuat akun bank BCA tau Ketika bermasalah akun Bank nya jarak tempuh untuk pengurisannya 1 malam perjalanan",2,Negatif,aplikasi ini hanya bis di withdraw ke bank bca saya kalau seperti saya yg di aceh susah melakukannya dikarenakan untuk membuat akun bank bca tau ketika bermasalah akun bank nya jarak tempuh untuk pengurisannya  malam perjalanan
pada saat penjualan reksadana pasar uang nominal dana yg masuk ke rekening tidak sesuai dengan apa yg tertera di bukti penjualan nya,1,Negatif,pada saat penjualan reksadana pasar uang nominal dana yg masuk ke rekening tidak sesuai dengan apa yg tertera di bukti penjualan nya
"Alhamdulillah sangat membantu sekali dalam berinvestasi semoga kedepannya semakin rajin menabung untuk investasi, Terima kasih Bibit",5,Positif,alhamdulillah sangat membantu sekali dalam berinvestasi semoga kedepannya semakin rajin menabung untuk investasi terima kasih bibit
aplikasinya bagus dan memiliki tampilan yang baik serta memberikan beberapa pengertian terkait istilah istilah yang ada. sehingga memudahkan pemakai aplikasi dalam membeli Reksadana dan lain lainnya,5,Positif,aplikasinya bagus dan memiliki tampilan yang baik serta memberikan beberapa pengertian terkait istilah istilah yang ada sehingga memudahkan pemakai aplikasi dalam membeli reksadana dan lain lainnya
bagus banget sampai sekarang semoga kedepannya tetap bagus,5,Positif,bagus banget sampai sekarang semoga kedepannya tetap bagus
"ribet, login ga bisa dibikin gampang. wajib pake sms lah . misscall lah.",1,Negatif,ribet login ga bisa dibikin gampang wajib pake sms lah  misscall lah
"apk yang bagus, tapi kenapa perbaikan verifikasi data lama sekali ?",4,Positif,apk yang bagus tapi kenapa perbaikan verifikasi data lama sekali 
Pencairan kok lama banget ya sekarang udah dari tgl 24 kemarin dana gak masuk2. Mohon segera di tindaklanjuti tim admin. Saya tunggu dana saya kembali. Terimakasih...,1,Negatif,pencairan kok lama banget ya sekarang udah dari tgl  kemarin dana gak masuk mohon segera di tindaklanjuti tim admin saya tunggu dana saya kembali terimakasih
"sedikit saran,bagi saya sebagai kuli untuk upgrade ke bibit plus itu sulit,karna pekerjaan yang tidak formal,untuk mengisi pertanyaan tempat dan alamat kantor itu tidak bisa di isi dengan asal",5,Positif,sedikit saranbagi saya sebagai kuli untuk upgrade ke bibit plus itu sulitkarna pekerjaan yang tidak formaluntuk mengisi pertanyaan tempat dan alamat kantor itu tidak bisa di isi dengan asal
mudah dipahami untuk pemula,5,Positif,mudah dipahami untuk pemula
kenapa gak bisa login lagi ? dan tertulis jaringan eror terus sebulan lebih,2,Negatif,kenapa gak bisa login lagi  dan tertulis jaringan eror terus sebulan lebih
"kenapa bibit gak ada dompet gitu ,jadi dana dari penjualan rd gak langsung masuk rekening dan masuk ke dompet dlu",5,Positif,kenapa bibit gak ada dompet gitu jadi dana dari penjualan rd gak langsung masuk rekening dan masuk ke dompet dlu
"permisi kak, maaf saya habis jual obligasi negara, tulisan nya deposit berhasil tapi saldo RDN saya belum bertambah, solusi nya gimana ya? saya sudah menghubungi chat support tapi belum ada jawaban",5,Positif,permisi kak maaf saya habis jual obligasi negara tulisan nya deposit berhasil tapi saldo rdn saya belum bertambah solusi nya gimana ya saya sudah menghubungi chat support tapi belum ada jawaban
fiktur bagus dan lengkap trus maju dan berkembang dan amanah,5,Positif,fiktur bagus dan lengkap trus maju dan berkembang dan amanah
aplikasi paling ringan ukuran nya di android paling aman ada opsi login pakai nomor HP dan opsi login pakai akun google pribadi pokoknya lengkap dan paling aman,5,Positif,aplikasi paling ringan ukuran nya di android paling aman ada opsi login pakai nomor hp dan opsi login pakai akun google pribadi pokoknya lengkap dan paling aman
"pusat bantuanya jelek banget,",1,Negatif,pusat bantuanya jelek banget
"mudah banget, gampang banget buat pemula yang gak mau ribet kek aku",5,Positif,mudah banget gampang banget buat pemula yang gak mau ribet kek aku
aplikasi investasi Reksadana dengan pilihan reksa yang banyak dan pencairan cepat,5,Positif,aplikasi investasi reksadana dengan pilihan reksa yang banyak dan pencairan cepat
"Kontrol investasi paling oke, menurutku. Secara ketersediaan tempat, berikut informasinya. Walau, masih agak sulit untuk paham poin-poinnya.",4,Positif,kontrol investasi paling oke menurutku secara ketersediaan tempat berikut informasinya walau masih agak sulit untuk paham poinpoinnya
bibit sangat membantu untuk pemula yg ingin berinvestasi,5,Positif,bibit sangat membantu untuk pemula yg ingin berinvestasi
apk dengan interface yang mudah di pahami,5,Positif,apk dengan interface yang mudah di pahami
"Top markotop lahh. Pelayanannya bagus bgt, adminnya tanggap² soalnya.",5,Positif,top markotop lahh pelayanannya bagus bgt adminnya tanggap soalnya
"Fitur pencairan instannya patut dipertanyakan. Pencairan RDN instan katanya, tapi ketika WD malah harua nunggu 7 hari kerja. Di aplikasi lain apa yg dijanjikan beneran diberikan, pake bibit malah lambat. Nyesal pake appsnya",1,Negatif,fitur pencairan instannya patut dipertanyakan pencairan rdn instan katanya tapi ketika wd malah harua nunggu  hari kerja di aplikasi lain apa yg dijanjikan beneran diberikan pake bibit malah lambat nyesal pake appsnya
aplikasinya bagus buat belajar IP,5,Positif,aplikasinya bagus buat belajar ip
"aplikasi yang relevan bagus buat investasi saham , pasar uang atau apapun",5,Positif,aplikasi yang relevan bagus buat investasi saham  pasar uang atau apapun
"ga bisa login ke bibit,padahal lagi trading saham saya,dan koneksi internet lancar dan sudah update bibit appsnya",1,Negatif,ga bisa login ke bibitpadahal lagi trading saham sayadan koneksi internet lancar dan sudah update bibit appsnya
"Aplikasi ini sangat membantu dalam hal manage keuangan. Terutama dalam menabung, karena saya menggunakannya. Sudah beberapa kali saya melakukan penarikan dan hasil nya sangat terjamin keamanannya. Semoga apk ini mempertahankan keunggulannya dan tetap berkembang.",5,Positif,aplikasi ini sangat membantu dalam hal manage keuangan terutama dalam menabung karena saya menggunakannya sudah beberapa kali saya melakukan penarikan dan hasil nya sangat terjamin keamanannya semoga apk ini mempertahankan keunggulannya dan tetap berkembang
Aplikasi sangat bagus dan mudah digunakan,5,Positif,aplikasi sangat bagus dan mudah digunakan
Customer servicenya lama bgt. Di respon berjam-jam hingga keesokan harinya baru di bales. Gua gak ngerekomendasiin deh untuk pakai apk ini.,1,Negatif,customer servicenya lama bgt di respon berjamjam hingga keesokan harinya baru di bales gua gak ngerekomendasiin deh untuk pakai apk ini
tolong dong min tambah in biar bisa beli emas digital kayak dulu atau di upgrade dong butuh banget buat kaum pengen bisa punya emas tolong dong min,4,Positif,tolong dong min tambah in biar bisa beli emas digital kayak dulu atau di upgrade dong butuh banget buat kaum pengen bisa punya emas tolong dong min
bagi saya yg pemula dalam Hal invest dg modal recehan Bibit Apk Terbaik,5,Positif,bagi saya yg pemula dalam hal invest dg modal recehan bibit apk terbaik
"Semakin bagus nih bibit buat investasi pemula bagi saya,,,👍😁",5,Positif,semakin bagus nih bibit buat investasi pemula bagi saya
"aplikasinya bgus bngt, tpi yang saya sayangkan saya ngga bisa hapus portofolio saya. padahal semua isi sudah saya pindahkan ke portofolio yang baru. udah lihat bantuan dari aplikasinya tpi tetap ngga ada pilihan untuk hapus portofolio",5,Positif,aplikasinya bgus bngt tpi yang saya sayangkan saya ngga bisa hapus portofolio saya padahal semua isi sudah saya pindahkan ke portofolio yang baru udah lihat bantuan dari aplikasinya tpi tetap ngga ada pilihan untuk hapus portofolio
"tempat investasi paling mudah dipelajari. UI nyaman dilihat, sistem mudah dan lengkap. terbaik dibandingkan aplikasi serupa. saran mungkin bisa ditambahkan model investasi Emas, crypto",4,Positif,tempat investasi paling mudah dipelajari ui nyaman dilihat sistem mudah dan lengkap terbaik dibandingkan aplikasi serupa saran mungkin bisa ditambahkan model investasi emas crypto
Sangat membantu dan detail,5,Positif,sangat membantu dan detail
kecewa tiba tiba bibit sedang dalam pemeliharaan setelah d masukin uang lumyan gede.iseng masukin 100 aman MSI bisa pencairan instan.pinter kali di awal d permudah orang makin percaya malah dalam perbaikan aneh balikin duit kuu,1,Negatif,kecewa tiba tiba bibit sedang dalam pemeliharaan setelah d masukin uang lumyan gedeiseng masukin  aman msi bisa pencairan instanpinter kali di awal d permudah orang makin percaya malah dalam perbaikan aneh balikin duit kuu
"5 bintang lah buat aplikasinya semuanya aman dan lancar memang masih ada masalah di bagian penarikan uang nya itu butuh waktu 2 hari, kalau memang belum masuk di hari ke dua bisa (chat support) walaupun nunggu lama sekitar 2 jam tapi uang langsung masuk ke rekening kalau memang ada yang mengalami masalah yang sama di penarikan yang sangat lama bisa (chat support) nya, thanks bibit",5,Positif, bintang lah buat aplikasinya semuanya aman dan lancar memang masih ada masalah di bagian penarikan uang nya itu butuh waktu  hari kalau memang belum masuk di hari ke dua bisa chat support walaupun nunggu lama sekitar  jam tapi uang langsung masuk ke rekening kalau memang ada yang mengalami masalah yang sama di penarikan yang sangat lama bisa chat support nya thanks bibit
"Aplikasi bibit tidak bisa dibuka, padahal koneksi internet saya aman² saja tidak ada masalah. Tolong 🙏",4,Positif,aplikasi bibit tidak bisa dibuka padahal koneksi internet saya aman saja tidak ada masalah tolong 
saya udah donlod tapi saat login lamaaaaaaaaa kalii padahal coneksi stabil lancar. sampai 2minggu gk bisa login.,1,Negatif,saya udah donlod tapi saat login lamaaaaaaaaa kalii padahal coneksi stabil lancar sampai minggu gk bisa login
"apk penyedot uang, giliran transaksi depo cepet , giliran tarik lamanya minta ampun. GK rekomen buat siapa saja.",1,Negatif,apk penyedot uang giliran transaksi depo cepet  giliran tarik lamanya minta ampun gk rekomen buat siapa saja
"mohon bantuannya kenapa saya ngak bisa masuk ke akun bibit,padahal sinyalnya bagus",4,Positif,mohon bantuannya kenapa saya ngak bisa masuk ke akun bibitpadahal sinyalnya bagus
sebagai pemula sangat rekomendasi.. simpel 🔥🔥👍👍👍,5,Positif,sebagai pemula sangat rekomendasi simpel 
proses verifikasinya lama bgt udh 2 hari blm selesai jadi belum bisa melakukan transaksi...,1,Negatif,proses verifikasinya lama bgt udh  hari blm selesai jadi belum bisa melakukan transaksi
kenapa akhir2 ini buka aplikasi bibit kok gak bisa?,5,Positif,kenapa akhir ini buka aplikasi bibit kok gak bisa
"witdraw nya ribey harus nunggu proses 2 -3 hari kerja , lama sekali,",2,Negatif,witdraw nya ribey harus nunggu proses   hari kerja  lama sekali
keren tapi atur rekening susah,2,Negatif,keren tapi atur rekening susah
"alhamdulilah akun ilang bisa balik lagi makasih,bibit debes pokonamah",5,Positif,alhamdulilah akun ilang bisa balik lagi makasihbibit debes pokonamah
"Layak bintang 1 karena tidak di rekomendasikan untuk yang dana nya receh. iseng investasi di RDPU nominal 100 ribu? ternyata pas jual kena fee 3,500 wkwk untung kagak rugi iya wkwk. padahal sebelum beli tulisan nya gratis penjualan wkwk",1,Negatif,layak bintang  karena tidak di rekomendasikan untuk yang dana nya receh iseng investasi di rdpu nominal  ribu ternyata pas jual kena fee  wkwk untung kagak rugi iya wkwk padahal sebelum beli tulisan nya gratis penjualan wkwk
hanya investasi emas & crypto yg belum tersedia. semoga segera hadir di bibit.,4,Positif,hanya investasi emas  crypto yg belum tersedia semoga segera hadir di bibit
bagus tapi kalo bisa reksa dana update datanya setiap hari,4,Positif,bagus tapi kalo bisa reksa dana update datanya setiap hari
Alhamdulillah akhir akhir ini bibit memberikan keuntungan yg pasti the best lah bibit,5,Positif,alhamdulillah akhir akhir ini bibit memberikan keuntungan yg pasti the best lah bibit
"saya sudah buat akun bibit, tapi email saya sudah tidak dipakai dan mau verifikasi ulang pin, bagaimana cara nya",4,Positif,saya sudah buat akun bibit tapi email saya sudah tidak dipakai dan mau verifikasi ulang pin bagaimana cara nya
"mantab,semoga rejeki lancar di aplikasi ini🙏🙏",5,Positif,mantabsemoga rejeki lancar di aplikasi ini
"ini termasuk apk investasi buat pemula yg bagus, mantap lah pokoknya",5,Positif,ini termasuk apk investasi buat pemula yg bagus mantap lah pokoknya
bagus buat investasi dari jangka panjang maupun jangka pendek,5,Positif,bagus buat investasi dari jangka panjang maupun jangka pendek
apk sangat lemot sekali ..saya kasih bintang satu aja,1,Negatif,apk sangat lemot sekali saya kasih bintang satu aja
"makin lama makin GK jelas ni apk, masak apk sekelas bibit susah untuk di buka, tolong di perbaikin, udah hampir tiga Minggu GK bisa akses, udah hapus cache, cookie, uninstall, instal lagi tetap sama!",1,Negatif,makin lama makin gk jelas ni apk masak apk sekelas bibit susah untuk di buka tolong di perbaikin udah hampir tiga minggu gk bisa akses udah hapus cache cookie uninstall instal lagi tetap sama
bagus buat pemula yang mau investasi,5,Positif,bagus buat pemula yang mau investasi
"untuk ke depan nya,transaksi jual beli reksa dana nya mohon di percapat",5,Positif,untuk ke depan nyatransaksi jual beli reksa dana nya mohon di percapat
"Pencarian lama, nunggu verifikasi penjualan aja hampir 10 hari, Trus nunggu lagi 7 hari baru uang di transfer ke rekening pencarian, hadeh ga lagi-lagi deh😪 kelamaan, padahal cuma 500ribu tapi lama bener pencariannya",1,Negatif,pencarian lama nunggu verifikasi penjualan aja hampir  hari trus nunggu lagi  hari baru uang di transfer ke rekening pencarian hadeh ga lagilagi deh kelamaan padahal cuma ribu tapi lama bener pencariannya
"cocok bgt untuk pemula tapi sayang harus wajib terhubung sama akun bang jago dan stockbit,KLO ada masalah kayak lupa pw itu udh kayak badut GK bisa NGAPA-NGAPAIN!! (cuman bisa reksa dana aja) bikin pusing knp GK disatuin aja app stockbit sama bibit dan TOLONG dipermudah agar bisa pakai akun selain bank jago, saya ada kendala lupa pw akun bank jago dah lama, akunnya terhubung sama email lama yang saya hapus dikarenakan Handphone saya dicuri beserta dengan nomor handphonenya",1,Negatif,cocok bgt untuk pemula tapi sayang harus wajib terhubung sama akun bang jago dan stockbitklo ada masalah kayak lupa pw itu udh kayak badut gk bisa ngapangapain cuman bisa reksa dana aja bikin pusing knp gk disatuin aja app stockbit sama bibit dan tolong dipermudah agar bisa pakai akun selain bank jago saya ada kendala lupa pw akun bank jago dah lama akunnya terhubung sama email lama yang saya hapus dikarenakan handphone saya dicuri beserta dengan nomor handphonenya
so far Paling konsisten untuk jual beli saham dan paling sportif keep in that way yaa,5,Positif,so far paling konsisten untuk jual beli saham dan paling sportif keep in that way yaa
"Coba dulu, kalo bagus lanjut terus. sejauh ini memuaskan",5,Positif,coba dulu kalo bagus lanjut terus sejauh ini memuaskan
bagus bgt buat yang mau belajar saham informasi mudah dimengerti saya sudah 3 bulan belajar saham dri bibi bintang 5 josssss,5,Positif,bagus bgt buat yang mau belajar saham informasi mudah dimengerti saya sudah  bulan belajar saham dri bibi bintang  josssss
"bagus, mudah dimengerti",5,Positif,bagus mudah dimengerti
UInya mudah dipahami,4,Positif,uinya mudah dipahami
"tolong pihak bibit aset nya ga bisa di jual asik tulisan nya ""penjual hanya bisa saat 2-3 hari jam kerja"" tapi sampai skrng blm bisa di jual....",2,Negatif,tolong pihak bibit aset nya ga bisa di jual asik tulisan nya penjual hanya bisa saat  hari jam kerja tapi sampai skrng blm bisa di jual
"Kumplit sih dan akrg baru tau ada intrumen jual beli saham,Tinggal adain instrumen nabung emas, dan crypto",5,Positif,kumplit sih dan akrg baru tau ada intrumen jual beli sahamtinggal adain instrumen nabung emas dan crypto
aplikasi nggak bisa dibuka dan jika buat akun katanya beda orang padahal sama aja cuman itu KTP pas masa sma sudah 6 tahun yakali buat KTP baru,1,Negatif,aplikasi nggak bisa dibuka dan jika buat akun katanya beda orang padahal sama aja cuman itu ktp pas masa sma sudah  tahun yakali buat ktp baru
ini gmnaa yaaa saya udah investasi 1jt udahh hampir seminggu ga naik naik mau di jual jugaa gabisa terus saya coba investasi kn 100ribu Lg siapa tau ada yg eror tp sampe skrng juga blum ada perubahan mau jual pun gada tombol jualnya nuggu 2/3hari kerja padahal udah lebih dari 3hari yg 100ribu sedangkan yg 1jt udah lebih dari 2minggu tolong bgt di kasih solusinya,2,Negatif,ini gmnaa yaaa saya udah investasi jt udahh hampir seminggu ga naik naik mau di jual jugaa gabisa terus saya coba investasi kn ribu lg siapa tau ada yg eror tp sampe skrng juga blum ada perubahan mau jual pun gada tombol jualnya nuggu hari kerja padahal udah lebih dari hari yg ribu sedangkan yg jt udah lebih dari minggu tolong bgt di kasih solusinya
"bibit anehh verifikasi nya udah kayak pinjol segala pake kamera muka trs sama KTPnya, kocak aneh bgt",1,Negatif,bibit anehh verifikasi nya udah kayak pinjol segala pake kamera muka trs sama ktpnya kocak aneh bgt
"aku saya lupa pin, saat ingin rubah pin di suruh masukan no KTP, udah 100 kali di coba malah no KTP tidak sesuai, padahal sudah benar KTP nya, tanya solusi ke WA admin gak ada respon, intinya tidak ada solusi dalam penyelesaian masalah.",1,Negatif,aku saya lupa pin saat ingin rubah pin di suruh masukan no ktp udah  kali di coba malah no ktp tidak sesuai padahal sudah benar ktp nya tanya solusi ke wa admin gak ada respon intinya tidak ada solusi dalam penyelesaian masalah
mau jualnya ribet pin salah GK bisa di ulang harus pakai KTP jdi malas mau nambah saldonya juga,1,Negatif,mau jualnya ribet pin salah gk bisa di ulang harus pakai ktp jdi malas mau nambah saldonya juga
"pencairan reksa dana katanya maksimal 7 hari ini udah lebih belum cair cair juga,terus udah nanya cs tetep aja malah dikasih tau nya gitu,kecewa berat sih dalam hal pengalaman ini",1,Negatif,pencairan reksa dana katanya maksimal  hari ini udah lebih belum cair cair jugaterus udah nanya cs tetep aja malah dikasih tau nya gitukecewa berat sih dalam hal pengalaman ini
masukan agar ada invest emas dong dengan fasilitas cetak fisik.thx,5,Positif,masukan agar ada invest emas dong dengan fasilitas cetak fisikthx
"Nyimpen Dana Darurat di produk Reksadana Pasar Uang yg ada logo pencairan Instan (logo petir), tapi pas melakukan penjualan buat pencairan Dana karena ada kebutuhan mendesak, malah Dana nya baru bisa cair butuh 7 hari kerjaa. kaloo fiturnya ngga bisa di pake ngapain di sediain, next kalo gini terus pindahin dana ke platfrom marketplace reksadana lain. SANGAT MENGECEWAKAN",1,Negatif,nyimpen dana darurat di produk reksadana pasar uang yg ada logo pencairan instan logo petir tapi pas melakukan penjualan buat pencairan dana karena ada kebutuhan mendesak malah dana nya baru bisa cair butuh  hari kerjaa kaloo fiturnya ngga bisa di pake ngapain di sediain next kalo gini terus pindahin dana ke platfrom marketplace reksadana lain sangat mengecewakan
setelah daftar... hp gw diteror banyak pinjoll.. gimana sih ini,1,Negatif,setelah daftar hp gw diteror banyak pinjoll gimana sih ini
"Dari sekian jauh nya belum nemu kendala, namun sekarang menemukan kendala, dimana saya tidak bisa membuka aplikasi bibit, sudah saya uninstall dan download ulang, tetap saja tidak terbuka aplikasi bibit ini. mohon bantuannya!",5,Positif,dari sekian jauh nya belum nemu kendala namun sekarang menemukan kendala dimana saya tidak bisa membuka aplikasi bibit sudah saya uninstall dan download ulang tetap saja tidak terbuka aplikasi bibit ini mohon bantuannya
"notif elit masalah sulit, 2 jam tanpa respon cs, intruksi 13.01-13.59 hoax sama aja kyk jam biasa masih 3 hari kerja atau lebih dana baru cair dan saya belum ada kabar berita, fitur instant cair nya seenak jidad ditiadakan atau di adakan seakan-akan kami yang perlu terus buat apa sibuk ngiklan in terus-terus an sampe penuh sama notif dari bibit sudah semau-mau giliran sepi aplikasi teriak-teriak sponsor sana sini inget aplikasi anda bukan satu-satu nya jadi jangan seenak jidad kyk pemerintah",1,Negatif,notif elit masalah sulit  jam tanpa respon cs intruksi  hoax sama aja kyk jam biasa masih  hari kerja atau lebih dana baru cair dan saya belum ada kabar berita fitur instant cair nya seenak jidad ditiadakan atau di adakan seakanakan kami yang perlu terus buat apa sibuk ngiklan in terusterus an sampe penuh sama notif dari bibit sudah semaumau giliran sepi aplikasi teriakteriak sponsor sana sini inget aplikasi anda bukan satusatu nya jadi jangan seenak jidad kyk pemerintah
"respon admin nya bagus, quick respon.",5,Positif,respon admin nya bagus quick respon
